loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK	drv1	drv1max	drv1min	drv2	drv2max	drv2min	drv3
11	236	1	10	-8492.34	0.82219219164384	-8493.16219219164	-8491.51780780836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11	236	2	10	-8123.39	19.4948682706217	-8142.88486827062	-8103.89513172938	368.950000000001	387.622676078979	350.277323921023	84.1500000000015	91.7792968290371	76.5207031709659	4.31652057515122	368.950000000001	387.622676078979	350.277323921023	84.1500000000015	91.7792968290371	76.5207031709659	4.31652057515122
11	236	3	10	-7838.59	8.45148902067944	-7847.04148902068	-7830.13851097932	284.799999999999	295.843379249942	273.756620750057	50.3999999999987	80.097575819456	20.7024241805415	5.96344618997646	284.799999999999	295.843379249942	273.756620750057	50.3999999999987	80.097575819456	20.7024241805415	5.96344618997646
11	236	4	10	-7604.19	49.192444090079	-7653.38244409008	-7554.99755590992	234.400000000001	275.1409550694	193.659044930601	66.880000000001	107.246585664965	26.5134143350371	1.35955838822591	234.400000000001	275.1409550694	193.659044930601	66.880000000001	107.246585664965	26.5134143350371	1.35955838822591
11	236	5	10	-7436.67	49.5668134945146	-7486.23681349451	-7387.10318650549	167.52	167.894369404435	167.145630595564	43.4399999999996	109.151894592888	-22.2718945928893	0.876392830957491	167.52	167.894369404435	167.145630595564	43.4399999999996	109.151894592888	-22.2718945928893	0.876392830957491
11	236	6	10	-7312.59	115.653077491839	-7428.24307749184	-7196.93692250816	124.08	190.166263997324	57.9937360026754	38.6400000000003	52.7710798034761	24.5089201965245	0.334102652847495	124.08	190.166263997324	57.9937360026754	38.6400000000003	52.7710798034761	24.5089201965245	0.334102652847495
11	236	7	10	-7149.87	35.4357336910388	-7185.30573369104	-7114.43426630896	162.72	242.937343800801	82.5026561992	39.7100000000009	99.8823861559247	-20.4623861559228	1.12062022889745	162.72	242.937343800801	82.5026561992	39.7100000000009	99.8823861559247	-20.4623861559228	1.12062022889745
11	236	8	10	-7026.86	55.4806913359153	-7082.34069133592	-6971.37930866409	123.009999999999	143.054957644876	102.965042355123	2.67000000000098	6.43430247052875	-1.09430247052679	0.0481248509294001	123.009999999999	143.054957644876	102.965042355123	2.67000000000098	6.43430247052875	-1.09430247052679	0.0481248509294001
11	236	9	10	-6901.18	31.671431220511	-6932.85143122051	-6869.50856877949	125.68	149.489260115405	101.870739884596	9.89999999999964	28.3401312867201	-8.54013128672084	0.312584547602895	125.68	149.489260115405	101.870739884596	9.89999999999964	28.3401312867201	-8.54013128672084	0.312584547602895
11	236	10	10	-6785.4	26.3023023918272	-6811.70230239183	-6759.09769760817	115.780000000001	121.149128828684	110.410871171317	8.07000000000153	12.5805609241411	3.55943907586195	0.306817246634237	115.780000000001	121.149128828684	110.410871171317	8.07000000000153	12.5805609241411	3.55943907586195	0.306817246634237
11	236	11	10	-6677.69	36.1819921446506	-6713.87199214465	-6641.50800785535	107.709999999999	117.589689752823	97.8303102471757	48.7599999999984	114.581642249701	-17.0616422497043	1.34763171151723	107.709999999999	117.589689752823	97.8303102471757	48.7599999999984	114.581642249701	-17.0616422497043	1.34763171151723
11	236	12	10	-6618.74	111.883324147177	-6730.62332414718	-6506.85667585282	58.9500000000007	134.651332002527	-16.7513320025253	35.8900000000012	98.7914836309702	-27.0114836309678	0.320780601341356	58.9500000000007	134.651332002527	-16.7513320025253	35.8900000000012	98.7914836309702	-27.0114836309678	0.320780601341356
11	236	13	10	-6595.68	250.486139780672	-6846.16613978067	-6345.19386021933	23.0599999999995	161.662815633495	-115.542815633496	121.460000000001	172.519823571971	70.4001764280314	0.484897088942137	23.0599999999995	161.662815633495	-115.542815633496	121.460000000001	172.519823571971	70.4001764280314	0.484897088942137
11	236	14	10	-6451.16	60.8235005752071	-6511.98350057521	-6390.33649942479	144.52	334.182639205465	-45.1426392054642	71.0200000000004	258.112573435998	-116.072573435997	1.16764078568917	144.52	334.182639205465	-45.1426392054642	71.0200000000004	258.112573435998	-116.072573435997	1.16764078568917
11	236	15	10	-6377.66	58.2534348057404	-6435.91343480574	-6319.40656519426	73.5	76.0700657694667	70.9299342305333	278.66	716.419000789077	-159.099000789077	4.78358058935505	73.5	76.0700657694667	70.9299342305333	278.66	716.419000789077	-159.099000789077	4.78358058935505
11	236	16	10	-6582.82	498.582501364284	-7081.40250136428	-6084.23749863572	-205.16	235.169066558544	-645.489066558544	468.15	568.914363289665	367.385636710335	0.938961954579209	-205.16	235.169066558544	-645.489066558544	468.15	568.914363289665	367.385636710335	0.938961954579209
11	236	17	10	-6319.83	159.017798095405	-6478.84779809541	-6160.81220190459	262.99	602.554703268879	-76.5747032688793	427.91	508.24787796788	347.57212203212	2.69095664211919	262.99	602.554703268879	-76.5747032688793	427.91	508.24787796788	347.57212203212	2.69095664211919
11	236	18	10	-6484.75	418.244623396404	-6902.9946233964	-6066.5053766036	-164.92	94.3068253009988	-424.146825300999	336.85	464.250469478435	209.449530521566	0.805389910967822	-164.92	94.3068253009988	-424.146825300999	336.85	464.250469478435	209.449530521566	0.805389910967822
11	236	19	10	-6312.82	286.41826757384	-6599.23826757384	-6026.40173242616	171.93	303.756355822564	40.1036441774362	168.660000000001	268.752873265888	68.5671267341137	0.588859088593291	171.93	303.756355822564	40.1036441774362	168.660000000001	268.752873265888	68.5671267341137	0.588859088593291
11	236	20	10	-6309.55	318.151750130517	-6627.70175013052	-5991.39824986948	3.26999999999953	35.0034825566766	-28.4634825566775	353.679999999999	1058.92822617002	-351.568226170026	1.11167076671716	3.26999999999953	35.0034825566766	-28.4634825566775	353.679999999999	1058.92822617002	-351.568226170026	1.11167076671716
11	236	21	10	-6659.96	1055.13345885722	-7715.09345885722	-5604.82654114278	-350.41	386.571708726703	-1087.3917087267	829.889999999999	981.880578038144	677.899421961855	0.786526095854098	-350.41	386.571708726703	-1087.3917087267	829.889999999999	981.880578038144	677.899421961855	0.786526095854098
11	236	22	10	-6180.48	166.161172092373	-6346.64117209237	-6014.31882790763	479.48	1368.45228676485	-409.492286764847	629.809999999999	1464.87413417368	-205.254134173687	3.79035602643603	479.48	1368.45228676485	-409.492286764847	629.809999999999	1464.87413417368	-205.254134173687	3.79035602643603
11	236	23	10	-6330.81	220.069324683534	-6550.87932468353	-6110.74067531647	-150.329999999999	-96.421847408838	-204.23815259116	283.249999999998	310.853005806711	255.646994193285	1.28709442084816	-150.329999999999	-96.421847408838	-204.23815259116	283.249999999998	310.853005806711	255.646994193285	1.28709442084816
11	236	24	10	-6197.89	138.558166285659	-6336.44816628566	-6059.33183371434	132.919999999999	214.431158397873	51.4088416021249	210.089999999999	266.888614955565	153.291385044434	1.51625851894478	132.919999999999	214.431158397873	51.4088416021249	210.089999999999	266.888614955565	153.291385044434	1.51625851894478
11	236	25	10	-6275.06	276.867939639099	-6551.9279396391	-5998.1920603609	-77.1700000000001	61.1397733534398	-215.47977335344	84.04	103.592581558002	64.4874184419982	0.303538214318159	-77.1700000000001	61.1397733534398	-215.47977335344	84.04	103.592581558002	64.4874184419982	0.303538214318159
11	236	26	10	-6436.27	434.730294550541	-6871.00029455054	-6001.53970544946	-161.21	-3.34764508855847	-319.072354911442	191.920000000001	225.240774246856	158.599225753146	0.441469118682937	-161.21	-3.34764508855847	-319.072354911442	191.920000000001	225.240774246856	158.599225753146	0.441469118682937
11	236	27	10	-6405.56	310.188713885954	-6715.74871388595	-6095.37128611405	30.7100000000009	155.251580664588	-93.831580664586	227.050000000001	267.131810977063	186.968189022939	0.731973762538246	30.7100000000009	155.251580664588	-93.831580664586	227.050000000001	267.131810977063	186.968189022939	0.731973762538246
11	236	28	10	-6601.9	474.812105527603	-7076.7121055276	-6127.0878944724	-196.34	-31.7166083583512	-360.963391641649	90.3599999999997	254.514855629431	-73.7948556294313	0.190306858119368	-196.34	-31.7166083583512	-360.963391641649	90.3599999999997	254.514855629431	-73.7948556294313	0.190306858119368
11	236	29	10	-6707.88	803.590352798683	-7511.47035279868	-5904.28964720132	-105.98	222.798247271079	-434.75824727108	1889.38	4127.3002082604	-348.540208260402	2.35117307396712	-105.98	222.798247271079	-434.75824727108	1889.38	4127.3002082604	-348.540208260402	2.35117307396712
11	236	30	10	-8703.24	3370.28880833016	-12073.5288083302	-5332.95119166984	-1995.36	571.338455531481	-4562.05845553148	4178.5	4660.46275586224	3696.53724413776	1.23980472820971	-1995.36	571.338455531481	-4562.05845553148	4178.5	4660.46275586224	3696.53724413776	1.23980472820971
11	236	31	10	-6520.1	321.627596936443	-6841.72759693644	-6198.47240306356	2183.14	5231.80121139372	-865.521211393721	2788.51	5181.10635606195	395.913643938043	8.66999606551498	2183.14	5231.80121139372	-865.521211393721	2788.51	5181.10635606195	395.913643938043	8.66999606551498
11	236	32	10	-7125.47	977.692452268208	-8103.16245226821	-6147.77754773179	-605.369999999999	50.6948553317659	-1261.43485533176	1042.53	1083.25197636849	1001.80802363151	1.0663169154895	-605.369999999999	50.6948553317659	-1261.43485533176	1042.53	1083.25197636849	1001.80802363151	1.0663169154895
11	236	33	10	-6688.31	280.905620567953	-6969.21562056795	-6407.40437943205	437.16	1133.94683170025	-259.626831700255	53481.53	219079.019051078	-112115.959051078	190.389675692026	437.16	1133.94683170025	-259.626831700255	53481.53	219079.019051078	-112115.959051078	190.389675692026
11	236	34	10	-59732.68	166575.181503347	-226307.861503347	106842.501503347	-53044.37	113249.905882779	-219338.645882779	106208.83	106210.086656618	106207.573343382	0.637602967269564	-53044.37	113249.905882779	-219338.645882779	106208.83	106210.086656618	106207.573343382	0.637602967269564
11	236	35	10	-6568.22	282.162277185783	-6850.38227718578	-6286.05772281422	53164.46	219457.479226161	-113128.559226161	53797.81	219448.021368033	-111852.401368033	190.66265886626	53164.46	219457.479226161	-113128.559226161	53797.81	219448.021368033	-111852.401368033	190.66265886626
11	236	36	10	-7201.57	924.970135313688	-8126.54013531369	-6276.59986468631	-633.349999999999	9.45785812790518	-1276.1578581279	584.239999999999	1182.21440416293	-13.7344041629303	0.631631203748934	-633.349999999999	9.45785812790518	-1276.1578581279	584.239999999999	1182.21440416293	-13.7344041629303	0.631631203748934
11	236	37	10	-7250.68	969.803589278663	-8220.48358927866	-6280.87641072134	-49.1100000000006	-4.27654603502515	-93.943453964976	180.350000000001	425.870292180781	-65.1702921807788	0.185965490325876	-49.1100000000006	-4.27654603502515	-93.943453964976	180.350000000001	425.870292180781	-65.1702921807788	0.185965490325876
11	236	38	10	-7119.44	679.449843132908	-7798.88984313291	-6439.99015686709	131.240000000001	421.593746145756	-159.113746145755	75234.2	305210.262757111	-154741.862757111	110.728114459633	131.240000000001	421.593746145756	-159.113746145755	75234.2	305210.262757111	-154741.862757111	110.728114459633
11	236	39	10	-82222.4	230945.86634639	-313168.26634639	148723.46634639	-75102.96	155163.456503257	-305369.376503257	142922.75	163393.146793214	122452.353206786	0.618858229684154	-75102.96	155163.456503257	-305369.376503257	142922.75	163393.146793214	122452.353206786	0.618858229684154
11	236	40	10	-14402.61	21149.846636347	-35552.456636347	6747.23663634703	67819.79	277615.809710043	-141976.229710043	172665.18	176229.386827034	169100.973172966	8.16389749622423	67819.79	277615.809710043	-141976.229710043	172665.18	176229.386827034	169100.973172966	8.16389749622423
11	236	41	10	-119248	234510.073173424	-353758.073173424	115262.073173424	-104845.39	108514.836537076	-318205.616537076	156684.07	324051.145148226	-10683.0051482256	0.668133645091356	-104845.39	108514.836537076	-318205.616537076	156684.07	324051.145148226	-10683.0051482256	0.668133645091356
11	236	42	10	-67409.32	188516.921784573	-255926.241784573	121107.601784573	51838.68	97831.8313888509	5845.52861114912	7888.40000000002	149659.284451578	-133882.484451578	0.0418445194485749	51838.68	97831.8313888509	5845.52861114912	7888.40000000002	149659.284451578	-133882.484451578	0.0418445194485749
11	236	43	10	-7682.24	752.885944143526	-8435.12594414353	-6929.35405585647	59727.08	247491.115840429	-128036.955840429	59560.82	247209.276678857	-128087.636678857	79.1100172121764	59727.08	247491.115840429	-128036.955840429	59560.82	247209.276678857	-128087.636678857	79.1100172121764
11	236	44	10	-7515.98	637.306782571087	-8153.28678257109	-6878.67321742891	166.26	281.839161572439	50.6808384275611	6551.71	24549.7246804517	-11446.3046804517	10.2803079759616	166.26	281.839161572439	50.6808384275611	6551.71	24549.7246804517	-11446.3046804517	10.2803079759616
11	236	45	10	-13901.43	18750.9006245952	-32652.3306245952	4849.47062459519	-6385.45	11728.1438420241	-24499.0438420241	11449.39	51134.4627119822	-28235.6827119822	0.610604803962432	-6385.45	11728.1438420241	-24499.0438420241	11449.39	51134.4627119822	-28235.6827119822	0.610604803962432
11	236	46	10	-31736.27	76549.5671786015	-108285.837178601	44813.2971786015	-17834.84	39963.8265540063	-75633.5065540063	29541.07	44926.5421835419	14155.5978164581	0.385907733887983	-17834.84	39963.8265540063	-75633.5065540063	29541.07	44926.5421835419	14155.5978164581	0.385907733887983
11	236	47	10	-79112.18	149733.70591615	-228845.88591615	70621.5259161497	-47375.91	25808.2287375482	-120560.048737548	56841.77	85675.4408364149	28008.0991635851	0.379619068747495	-47375.91	25808.2287375482	-120560.048737548	56841.77	85675.4408364149	28008.0991635851	0.379619068747495
11	236	48	10	-69646.32	194084.173817283	-263730.493817283	124437.853817283	9465.86	53816.3279011333	-34884.6079011333	65479.94	76202.2400247883	54757.6399752117	0.337379079974058	9465.86	53816.3279011333	-34884.6079011333	65479.94	76202.2400247883	54757.6399752117	0.337379079974058
11	236	49	10	-125660.4	249156.941743205	-374817.341743205	123496.541743205	-56014.08	-941.312074078378	-111086.847925922	110956.72	133410.885337289	88502.5546627106	0.445328631920512	-56014.08	-941.312074078378	-111086.847925922	110956.72	133410.885337289	88502.5546627106	0.445328631920512
11	236	50	10	-70717.76	171630.008479994	-242347.768479994	100912.248479994	54942.64	132469.573263211	-22584.2932632111	131074.69	174925.177574038	87224.2024259623	0.76370496721894	54942.64	132469.573263211	-22584.2932632111	131074.69	174925.177574038	87224.2024259623	0.76370496721894
11	236	51	10	-146849.81	293007.429317242	-439857.239317242	146157.619317242	-76132.05	45245.3708372488	-197509.470837249	165544.17	223077.114525049	108011.225474951	0.564982841512744	-76132.05	45245.3708372488	-197509.470837249	165544.17	223077.114525049	108011.225474951	0.564982841512744
11	236	52	10	-57437.69	114097.063954945	-171534.753954945	56659.3739549449	89412.12	268322.485362298	-89498.2453622975	95762.72	212440.023029504	-20914.5830295036	0.839309239699763	89412.12	268322.485362298	-89498.2453622975	95762.72	212440.023029504	-20914.5830295036	0.839309239699763
11	236	53	10	-63788.29	176330.126287739	-240118.416287739	112541.836287739	-6350.6	55882.4623327939	-68583.6623327939	18284.9	70701.5009729868	-34131.7009729868	0.103696971044882	-6350.6	55882.4623327939	-68583.6623327939	18284.9	70701.5009729868	-34131.7009729868	0.103696971044882
11	236	54	10	-88423.79	186146.587647546	-274570.377647546	97722.7976475458	-24635.5	-14819.0386401929	-34451.9613598071	103778.01	276493.904840375	-68937.8848403753	0.557506915982235	-24635.5	-14819.0386401929	-34451.9613598071	103778.01	276493.904840375	-68937.8848403753	0.557506915982235
11	236	55	10	-9281.28	3614.23144736348	-12895.5114473635	-5667.04855263652	79142.51	261674.866200182	-103389.846200182	238835.13	309402.890060572	168267.369939428	66.0818581981589	79142.51	261674.866200182	-103389.846200182	238835.13	309402.890060572	168267.369939428	66.0818581981589
11	236	56	10	-168973.9	256714.347708118	-425688.247708118	87740.4477081179	-159692.62	93407.4962607544	-412792.736260754	256662.14	437187.709899927	76136.5701000731	0.99979663112489	-159692.62	93407.4962607544	-412792.736260754	256662.14	437187.709899927	76136.5701000731	0.99979663112489
