12 14 299 3
Loc_1
Loc_2
Loc_3
Loc_4
Loc_5
Loc_6
Loc_7
Loc_8
Loc_9
Loc_10
Loc_11
Loc_12
Loc_13
Loc_14
1   231223 168152 168152 193189 185177 199199 246238 149149 148138 180180 160156 173169 129129 149149
1   227223 168156 164148 189181 177173 207195 246238      0 148144 184180 168164 165161      0 149149
1   235219 160152 164160 189189 177173 207207 250242      0 150138 186182 168156 173169      0 149149
1   227219 164164 164164 189185 177169 203199 246238      0 150146 186180 172160 169165      0 149149
1   227223 160156 164160 185185 177173 203199 242234      0 146128 184184 156156 173173      0 153149
1   227223 164144 168160 197189 181177 203199 246238      0 152128 186186 168156 177173      0 149149
1   235227 168152 164160 193185 181173 207207 254230      0 150134 180180 168156 173165      0 153149
1   239223 164148 164164 189185 173169 207203 258246      0 140134 186184 160156 169165      0 149149
1   235235 164156 160156 193189 165165 203203 242238      0 146142 186184 168160 169169      0 149149
1   231227 160152 160156 193185 177173 207199 246238      0 128128 186184 168160 173161      0 151149
1   235223 160156 164160 185181 173173 207199 250238      0      0 186180 172168 165165      0 149149
1   231223 156148 152148 193189 193181 203199 250238      0 138138 186184 164164 177173      0 149149
1   235235 160152 168164 193185 173173 211207 246242      0 152142 180180 160156 177169      0 149149
1   239223 168156 164160 197189 185165 275207 238230      0 146146 186186 164152 165165      0 157149
1   235227 152148 168164 189189 169165 199195 250246      0 142138 180180 164160 165165      0 149149
1   235227 164152 164160 193193 185165 203195 242242      0 148134 186182 168160 173161      0 149149
1   235227 160160 156152 193181 173169 291203 250242      0 138136 184184 164156 173161      0 149149
1   231223 160152 168156 189181 173165 203199 254242      0 152128 180180 172164 169149      0 149149
1   227223 168156 168160 189181 177169 207203 242238      0 152148 186184 164156 169161      0 149149
1   235223 164152 164164 193189 165165 211199 246242 149149 148146 186180 160160 169165 141129 149149
1   227223 156152 164152 189181 177165 203199 246242 149149 148146 184182 172168 169169 133129 149149
1   235227 164148 168160 189185 177165 203195 242238 153149 150138 186180 164156 165161 133125 153149
1   231227 172144 156156 193185 177165 207199 246246 149149 152128 186180 172164 165165 137129 149149
1   231227 160152 160144 193181 165165 199199 246242 149149 148134 186186 172156 173169 129129 149149
1   239235 156156 168164 189181 173165 211203 250238 151149 146134 184182 172164 169165 141133 151149
1   239223 164160 168164 181181 177165 203195 238234 157149 158138 186182 176160 169165 133125 157149
1   227223 160144 160156 189185 177177 207207 250246 149149 152134 184180 172172 169165 137137 149149
1   239239 164156 160156 193185 177165 275275 254250 153149 152146 184182 164164 169165 207207 153149
1   223219 148144 176160 197189 165165 207199 250250 157149 138128 186184 164160 173169 137129 157149
1   235227 168164 156152 193185 193177 203199 246238 149149 164152 186180 172160 173169 133129 149149
1   235231 168160 168164 189181 169165 203203 250246 149149 156138 184184 168160 177169 133133 149149
1   231223 172156 156144 193185 177173 275207 250246 151149 148134 186186 160156 169161 207137 151149
