12 12 299 3
Loc_1
Loc_2
Loc_3
Loc_4
Loc_5
Loc_6
Loc_7
Loc_8
Loc_9
Loc_10
Loc_11
Loc_12
1   168152 168152 193189 185177 199199 246238 149149 148138 180180 160156 173169 149149
1   168156 164148 189181 177173 207195 246238      0 148144 184180 168164 165161 149149
1   160152 164160 189189 177173 207207 250242      0 150138 186182 168156 173169 149149
1   164164 164164 189185 177169 203199 246238      0 150146 186180 172160 169165 149149
1   160156 164160 185185 177173 203199 242234      0 146128 184184 156156 173173 153149
1   164144 168160 197189 181177 203199 246238      0 152128 186186 168156 177173 149149
1   168152 164160 193185 181173 207207 254230      0 150134 180180 168156 173165 153149
1   164148 164164 189185 173169 207203 258246      0 140134 186184 160156 169165 149149
1   164156 160156 193189 165165 203203 242238      0 146142 186184 168160 169169 149149
1   160152 160156 193185 177173 207199 246238      0 128128 186184 168160 173161 151149
1   160156 164160 185181 173173 207199 250238      0      0 186180 172168 165165 149149
1   156148 152148 193189 193181 203199 250238      0 138138 186184 164164 177173 149149
1   160152 168164 193185 173173 211207 246242      0 152142 180180 160156 177169 149149
1   168156 164160 197189 185165 275207 238230      0 146146 186186 164152 165165 157149
1   152148 168164 189189 169165 199195 250246      0 142138 180180 164160 165165 149149
1   164152 164160 193193 185165 203195 242242      0 148134 186182 168160 173161 149149
1   160160 156152 193181 173169 291203 250242      0 138136 184184 164156 173161 149149
1   160152 168156 189181 173165 203199 254242      0 152128 180180 172164 169149 149149
1   168156 168160 189181 177169 207203 242238      0 152148 186184 164156 169161 149149
1   164152 164164 193189 165165 211199 246242 149149 148146 186180 160160 169165 149149
1   156152 164152 189181 177165 203199 246242 149149 148146 184182 172168 169169 149149
1   164148 168160 189185 177165 203195 242238 153149 150138 186180 164156 165161 153149
1   172144 156156 193185 177165 207199 246246 149149 152128 186180 172164 165165 149149
1   160152 160144 193181 165165 199199 246242 149149 148134 186186 172156 173169 149149
1   156156 168164 189181 173165 211203 250238 151149 146134 184182 172164 169165 151149
1   164160 168164 181181 177165 203195 238234 157149 158138 186182 176160 169165 157149
1   160144 160156 189185 177177 207207 250246 149149 152134 184180 172172 169165 149149
1   164156 160156 193185 177165 275275 254250 153149 152146 184182 164164 169165 153149
1   148144 176160 197189 165165 207199 250250 157149 138128 186184 164160 173169 157149
1   168164 156152 193185 193177 203199 246238 149149 164152 186180 172160 173169 149149
1   168160 168164 189181 169165 203203 250246 149149 156138 184184 168160 177169 149149
1   172156 156144 193185 177173 275207 250246 151149 148134 186186 160156 169161 151149
1   160160 160156 189189 177173 211207 250250 155149 152134 186180 172172 173169 155149
1   172164 164156 189181 169165 199195 246242 149149 142128 186180 172160 165165 149149
1   168164 152152 193185 173165 215203 242238 149149 152146 184180 172172 169169 149149
1   164152 156148 193181 173173 207203 246242 149149 152136 180180 164160 177173 149149
1   168168 160156 193185 165165 215195 250238 149149 134134 186180 164160 165165 149149
1   168164 176152 185185 177165 203199 246238 149149 160146 180180 172164 173165 149149
1   164160 164156 185185 181177 203195 246246      0 138128 186184 172168 165161 149149
1   152152 164160 193185 181165 207203 254230      0 150136 180180 168156 173165 149149
1   156152 156152 193189 181177 207195 242238      0 146142 180180 164164 169161 149149
1   160160 160156 193193 181177 215207 246238      0 158134 186184 176168 169165 149149
1   164160 164156 189181 177177 207207 254246      0 150146 186180 172172 169165 149149
1   160160 156144 193185 173165 291275 246238      0 130128 186184 160156 165161 149149
1   156148 160152 185185 177173 199195 254238      0 142134 186180 160156 165165 149149
1   160160 160160 189185 177177 207199 250238      0 164134 186184 172168 169169 149149
1   160152 160156 185181 177173 207199 254242      0 150142 182180 172168 177169 149149
1   160156 156156 189185 173165 207207 254246      0 150146 186180 172164 169153 149149
1   152148 164156 185185 181165 199195 242242      0 146146 186186 164160 165165 153149
1   164160 168152 185185 181165 203203 254238      0 146138 186186 164160 173165 153149
1   164152 168164 189189 169165 203195 246230      0 148144 186180 164160 173169 149149
1   160152 156152 205189 173165 207199 250238      0 152148 180180 172160 173161 149149
1   164160 164156 189185 173165 199191 238238 149149 152150 186180 172164 169161 149149
1   160156 160152 189189 181165 203199 250250      0 146128 186180 172160 173173 149149
1   160156 160156 193185 177165 211207 258238      0 164146 186180 164156 173165 151149
1   168164 164160 181181 177165 199199 250238      0 152146 186180 172160 169169 149149
1   164160 168156 189185 173165 207199 238238      0 138138 186180 164156 165161 153149
1   168160 164160 185181 173165 207203 250230      0 136134 186186 168160 173165 149149
1   164164 164164 185181 177165 207199 250238      0 152142 182180 172156 169169 149149
1   156156 160160 189185 177165 199195 242242      0 148134 184180 168156 173165 149149
1   160160 164156 185181 177165 203195 246242      0 160138 186184 168160 161161 149149
1   164160 168152 185185 181173 211199 238238      0 150146 186186 172164 165161 153153
1   164164 164164 189181 173169 207207 246238      0 152146 186180 172172 169165 149149
1   164160 156156 185181 173165 203199 238238      0 138138 186180 164156 165161 149149
1   160148 164152 197185 173173 203203 254250      0 160146 186184 164160 173153 153149
1   168152 164156 185181 173173 199195 242238      0 152146 186180 172160 173169 149149
1   164156 156148 185181 181173 207203 242238      0 146144 186186 164164 165161 149149
1   168160 156156 193181 177173 199195 254238      0 152150 186180 172160 173169 149149
1   156152 160160 193189 173165 195195 254250      0 158138 186184 176168 177177 149149
1   164148 160156 185185 181165 199195 246242      0 138128 186186 164160 165165 149149
1   164160 164152 197189 169165 203199 250238      0 150128 186182 168156 173169 149149
1   164160 160160 189185 177173 207203 250246      0 164138 186184 172168 169161 149149
1   152152 156156 189181 181165 203203 250246 149149 148136 186186 160160 177165 149149
1   168168 160152 185181 177169 203203 246238 149149 152142 186184 172156 169169 149149
1   168168 160152 185181 165165 203195 246234 149149 142136 186186 160160 177169 149149
1   160152 168160 189189 173169 207203 254234 149149 152148 182180 164164 169165 149149
1   168160 156156 185185 185169 279203 246242 153149 158128 186182 164160 173165 153149
1   164160 164160 193181 177165 215199 246238 151149 146146 186180 160156 173165 151149
1   164148 168164 189189 181165 203199 250238 149149 150150 182180 168156 165161 149149
1   164152 156152 197193 169165 211199 254230 157157 168146 186180 168168 169165 157157
1   160152 164156 185181 177169 203199 242242 149149 140134 184180 156156 169165 149149
1   164160 168156 185181 165165 215211 254246 151149 138138 186186 164156 165161 151149
1   156148 160160 189181 177177 203195 242238 149149 150134 180180 164156 165161 149149
1   164152 164164 193185 169165 219199 246242 149149 148142 186180 160160 169161 149149
1   168156 168164 185185 177165 203203 250238 149149 138138 180180 156156 173161 149149
1   164160 160160 185181 177177 203199 246238 149149 142138 186184 168156 169157 149149
1   164160 164156 185181 177173 215211 254238 149149 152146 180180 172172 169169 149149
1   168160 168160 185185 177169 203199 238238 149149 138138 184182 168160 169165 149149
1   164160 164156 185181 177173 207199 254238 149149 152150 180180 172172 169169 149149
1   168160 164156 189185 177169 207191 238230 149149 148148 186184 168164 173165 149149
1   168156 160160 189185 177177 203195 238238 157149 148142 186180 172168 169161 157149
1   168156 164152 193185 177169 207203 238238 149149 152128 186186 160156 169149 149149
1   168156 160148 189185 173169 207203 246238 149149 144142 186180 156156 169161 149149
1   168152 164160 193193 169165 195195 250242 149149 150134 186184 172160 173165 149149
1   164152 164160 197189 177165 203199 242238 149149 146128 186186 168156 173173 149149
1   168160 164152 185181 169169 207203 246238 149149 146142 186186 164156 169169 149149
1   164148 168156 185185 181165 203199 242238 153149 146138 186186 164160 165165 153149
1   160152 164156 193193 173165 211199 254242 149149 146142 180180 172160 173169 149149
1   164148 168164 189189 165165 203195 250238 149149 150138 186182 168164 169165 149149
1   164148 168156 185185 181165 199195 242238 149149 150150 186180 160156 165161 149149
1   172144 156156 193185 177165 275207 246246 149149 152128 186184 172160 165165 149149
