loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK	drv1	drv1max	drv1min	drv2	drv2max	drv2min	drv3
11	1370	1	10	-50453.52	0.26583202716505	-50453.7858320272	-50453.2541679728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11	1370	2	10	-49881.39	15.9192022413183	-49897.3092022413	-49865.4707977587	572.130000000005	587.783370214158	556.476629785851	76.0600000000049	79.0985304516126	73.0214695483973	4.77787761264765	572.130000000005	587.783370214158	556.476629785851	76.0600000000049	79.0985304516126	73.0214695483973	4.77787761264765
11	1370	3	10	-49385.32	34.6111029070791	-49419.9311029071	-49350.7088970929	496.07	514.761900665761	477.378099334239	5.48999999999796	41.8709997078123	-30.8909997078164	0.158619620262811	496.07	514.761900665761	477.378099334239	5.48999999999796	41.8709997078123	-30.8909997078164	0.158619620262811
11	1370	4	10	-48883.76	89.6840032806544	-48973.4440032807	-48794.0759967193	501.559999999998	556.632900373573	446.487099626422	173.879999999997	193.643830068351	154.116169931644	1.93880729717052	501.559999999998	556.632900373573	446.487099626422	173.879999999997	193.643830068351	154.116169931644	1.93880729717052
11	1370	5	10	-48556.08	124.993073585876	-48681.0730735859	-48431.0869264141	327.68	362.989070305222	292.370929694779	156.099999999999	164.54632729223	147.653672707767	1.2488692014822	327.68	362.989070305222	292.370929694779	156.099999999999	164.54632729223	147.653672707767	1.2488692014822
11	1370	6	10	-48072.3	81.237675988423	-48153.5376759884	-47991.0623240116	483.779999999999	527.535397597452	440.024602402546	151.559999999998	160.494622794903	142.625377205093	1.86563682621344	483.779999999999	527.535397597452	440.024602402546	151.559999999998	160.494622794903	142.625377205093	1.86563682621344
11	1370	7	10	-47740.08	116.058450790971	-47856.138450791	-47624.021549209	332.220000000001	367.040774802549	297.399225197453	0.190000000002328	19.8875315018837	-19.5075315018791	0.00163710611943745	332.220000000001	367.040774802549	297.399225197453	0.190000000002328	19.8875315018837	-19.5075315018791	0.00163710611943745
11	1370	8	10	-47408.05	100.935207490304	-47508.9852074903	-47307.1147925097	332.029999999999	347.153243300665	316.906756699332	4.81999999999243	97.404626682916	-87.7646266829312	0.0477534065648543	332.029999999999	347.153243300665	316.906756699332	4.81999999999243	97.404626682916	-87.7646266829312	0.0477534065648543
11	1370	9	10	-47080.84	208.643077473895	-47289.4830774739	-46872.1969225261	327.210000000006	434.917869983597	219.502130016416	140.450000000012	238.654401829401	42.2455981706223	0.673159165885026	327.210000000006	434.917869983597	219.502130016416	140.450000000012	238.654401829401	42.2455981706223	0.673159165885026
11	1370	10	10	-46894.08	199.139609319694	-47093.2196093197	-46694.9403906803	186.759999999995	196.263468154196	177.256531845794	192.400000000009	201.542657167404	183.257342832614	0.966156359637799	186.759999999995	196.263468154196	177.256531845794	192.400000000009	201.542657167404	183.257342832614	0.966156359637799
11	1370	11	10	-46514.92	198.778798332888	-46713.6987983329	-46316.1412016671	379.160000000003	379.520810986809	378.799189013198	232.410000000003	317.258712232056	147.561287767951	1.16918907825771	379.160000000003	379.520810986809	378.799189013198	232.410000000003	317.258712232056	147.561287767951	1.16918907825771
11	1370	12	10	-46368.17	283.988321551746	-46652.1583215517	-46084.1816784483	146.75	231.959523218858	61.5404767811417	229.029999999999	335.801667570586	122.258332429411	0.806476825344618	146.75	231.959523218858	61.5404767811417	229.029999999999	335.801667570586	122.258332429411	0.806476825344618
11	1370	13	10	-45992.39	92.0071307623006	-46084.3971307623	-45900.3828692377	375.779999999999	567.761190789444	183.798809210553	159.349999999999	209.779129910739	108.920870089258	1.7319309783899	375.779999999999	567.761190789444	183.798809210553	159.349999999999	209.779129910739	108.920870089258	1.7319309783899
11	1370	14	10	-45775.96	233.559191641006	-46009.519191641	-45542.400808359	216.43	357.982060878706	74.8779391212949	10.239999999998	18.6312540188619	1.84874598113404	0.043843275565611	216.43	357.982060878706	74.8779391212949	10.239999999998	18.6312540188619	1.84874598113404	0.043843275565611
11	1370	15	10	-45569.77	100.398384781165	-45670.1683847812	-45469.3716152188	206.190000000002	339.350806859844	73.0291931401609	76.3600000000079	193.907302806324	-41.1873028063084	0.760570004850651	206.190000000002	339.350806859844	73.0291931401609	76.3600000000079	193.907302806324	-41.1873028063084	0.760570004850651
11	1370	16	10	-45439.94	84.7848807276393	-45524.7248807276	-45355.1551192724	129.829999999994	145.44350405352	114.216495946469	1170.75999999999	4200.96295328296	-1859.44295328297	13.8085940553589	129.829999999994	145.44350405352	114.216495946469	1170.75999999999	4200.96295328296	-1859.44295328297	13.8085940553589
11	1370	17	10	-46480.87	3130.60133806413	-49611.4713380641	-43350.2686619359	-1040.93	2004.88645733649	-4086.74645733649	2401.52	2693.77034544862	2109.26965455139	0.767111407894892	-1040.93	2004.88645733649	-4086.74645733649	2401.52	2693.77034544862	2109.26965455139	0.767111407894892
11	1370	18	10	-45120.28	377.035226176251	-45497.3152261763	-44743.2447738237	1360.59	4114.15611188788	-1392.97611188787	1135.91	3761.01159999632	-1489.19159999631	3.01274236765613	1360.59	4114.15611188788	-1392.97611188787	1135.91	3761.01159999632	-1489.19159999631	3.01274236765613
11	1370	19	10	-44895.6	248.570714284689	-45144.1707142847	-44647.0292857153	224.68	353.144511891563	96.2154881084381	107.350000000006	146.378043313723	68.3219566862883	0.431869057096796	224.68	353.144511891563	96.2154881084381	107.350000000006	146.378043313723	68.3219566862883	0.431869057096796
11	1370	20	10	-44778.27	338.007182862534	-45116.2771828625	-44440.2628171375	117.329999999994	206.766468577839	27.8935314221498	741.979999999989	2551.47626619511	-1067.51626619513	2.1951604510776	117.329999999994	206.766468577839	27.8935314221498	741.979999999989	2551.47626619511	-1067.51626619513	2.1951604510776
11	1370	21	10	-45402.92	2236.9399176355	-47639.8599176355	-43165.9800823645	-624.649999999994	1274.28273477297	-2523.58273477296	158.150000000009	1584.61749842274	-1268.31749842272	0.070699261412071	-624.649999999994	1274.28273477297	-2523.58273477296	158.150000000009	1584.61749842274	-1268.31749842272	0.070699261412071
