genepop_output_femalesunhunted.txt
L1, L2, L3, L4, L5, L6, L7, L8, L9, L10, L11, L12, L13, L14, L15, L16, L17, L18, L19, L20, L21, L22, L23, L24
Pop
H001 ,  0106 0106 0105 0106 0108 0108 0106 0106 0109 0200 0203 0205 0000 0000 0104 0105 0108 0108 0106 0107 0106 0107 0104 0104
H004 ,  0106 0106 0104 0106 0108 0108 0106 0107 0109 0200 0204 0204 0000 0000 0104 0104 0108 0108 0106 0106 0106 0106 0104 0104
H005 ,  0105 0106 0106 0106 0108 0109 0106 0107 0109 0200 0204 0204 0104 0104 0104 0104 0108 0108 0106 0107 0106 0107 0104 0104
H006 ,  0106 0106 0105 0106 0108 0108 0106 0107 0109 0109 0203 0205 0000 0000 0103 0105 0108 0108 0105 0106 0106 0106 0104 0104
H007 ,  0106 0106 0106 0106 0108 0109 0107 0107 0109 0109 0204 0205 0000 0000 0103 0103 0108 0108 0105 0106 0107 0107 0104 0104
H031 ,  0106 0106 0106 0106 0108 0108 0106 0107 0109 0109 0203 0205 0104 0104 0104 0105 0108 0108 0106 0106 0106 0106 0104 0104
H074 ,  0106 0106 0105 0106 0108 0109 0106 0107 0109 0201 0203 0204 0000 0000 0103 0104 0108 0108 0106 0106 0107 0107 0104 0104
H075 ,  0106 0106 0106 0106 0108 0108 0107 0108 0109 0109 0203 0205 0000 0000 0102 0104 0108 0108 0106 0106 0106 0106 0104 0104
H080 ,  0105 0106 0106 0106 0108 0108 0106 0107 0109 0200 0203 0203 0000 0000 0104 0104 0108 0108 0105 0106 0106 0107 0104 0104
H086 ,  0105 0106 0106 0107 0108 0108 0107 0107 0109 0207 0203 0205 0000 0000 0103 0103 0108 0108 0105 0106 0106 0107 0104 0104
H092 ,  0105 0106 0106 0106 0108 0109 0106 0107 0109 0109 0203 0204 0000 0000 0104 0104 0108 0109 0106 0106 0105 0107 0104 0104
H093 ,  0105 0106 0104 0105 0108 0108 0106 0107 0200 0208 0204 0204 0000 0000 0103 0103 0108 0108 0106 0106 0106 0107 0104 0104
H094 ,  0105 0106 0105 0106 0108 0108 0106 0107 0109 0207 0203 0203 0000 0000 0104 0104 0108 0108 0106 0106 0106 0106 0104 0104
H095 ,  0105 0106 0106 0107 0108 0108 0106 0106 0109 0200 0203 0203 0000 0000 0104 0105 0108 0108 0105 0106 0106 0107 0104 0104
H096 ,  0105 0106 0105 0106 0108 0109 0106 0107 0200 0200 0203 0204 0000 0000 0102 0104 0108 0108 0106 0107 0106 0107 0104 0104
