loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK	drv1	drv1max	drv1min	drv2	drv2max	drv2min	drv3
12	2078	1	10	-77624	0.598145281496951	-77624.5981452815	-77623.4018547185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12	2078	2	10	-77846.29	142.080199965451	-77988.3701999654	-77704.2098000345	-222.289999999994	-80.8079453160399	-363.772054683947	577.079999999987	642.709074268084	511.450925731891	4.06164968898069	-222.289999999994	-80.8079453160399	-363.772054683947	577.079999999987	642.709074268084	511.450925731891	4.06164968898069
12	2078	3	10	-77491.5	217.933180381308	-77709.4331803813	-77273.5668196187	354.789999999994	430.642980415851	278.937019584136	22.3799999999901	30.6967898381215	14.0632101618587	0.102692026798456	354.789999999994	430.642980415851	278.937019584136	22.3799999999901	30.6967898381215	14.0632101618587	0.102692026798456
12	2078	4	10	-77159.09	133.763410127319	-77292.8534101273	-77025.3265898727	332.410000000003	416.579770253992	248.240229746015	349.420000000013	459.065346251801	239.774653748224	2.61222407284194	332.410000000003	416.579770253992	248.240229746015	349.420000000013	459.065346251801	239.774653748224	2.61222407284194
12	2078	5	10	-77176.1	327.578526633096	-77503.6785266331	-76848.5214733669	-17.0100000000093	176.805116505768	-210.825116505786	228.809999999983	272.238771037067	185.381228962899	0.698489007663989	-17.0100000000093	176.805116505768	-210.825116505786	228.809999999983	272.238771037067	185.381228962899	0.698489007663989
12	2078	6	10	-77421.92	564.822414175957	-77986.742414176	-76857.097585824	-245.819999999992	-8.57611245713173	-483.063887542853	290.059999999998	299.700336685337	280.419663314659	0.513541942954191	-245.819999999992	-8.57611245713173	-483.063887542853	290.059999999998	299.700336685337	280.419663314659	0.513541942954191
12	2078	7	10	-77377.68	337.218863318435	-77714.8988633184	-77040.4611366816	44.2400000000052	271.843550857527	-183.363550857517	45.8499999999913	96.0259299049145	-4.32592990493197	0.135965110459124	44.2400000000052	271.843550857527	-183.363550857517	45.8499999999913	96.0259299049145	-4.32592990493197	0.135965110459124
12	2078	8	10	-77287.59	614.99834408088	-77902.5883440809	-76672.5916559191	90.0899999999965	367.869480762442	-187.689480762449	556.369999999995	928.540210145548	184.199789854443	0.904669102534731	90.0899999999965	367.869480762442	-187.689480762449	556.369999999995	928.540210145548	184.199789854443	0.904669102534731
12	2078	9	10	-77753.87	1264.94803498888	-79018.8180349889	-76488.9219650111	-466.279999999999	183.669690907999	-1116.229690908	701.489999999991	713.008883136366	689.971116863616	0.554560330224284	-466.279999999999	183.669690907999	-1116.229690908	701.489999999991	713.008883136366	689.971116863616	0.554560330224284
12	2078	10	10	-77518.66	626.517227217255	-78145.1772272173	-76892.1427727828	235.209999999992	873.640807771615	-403.220807771631	1279.10999999999	2533.35539245746	24.8646075425133	2.04161983810293	235.209999999992	873.640807771615	-403.220807771631	1279.10999999999	2533.35539245746	24.8646075425133	2.04161983810293
12	2078	11	10	-78562.56	2519.19342744635	-81081.7534274464	-76043.3665725536	-1043.89999999999	848.776200229101	-2936.57620022909	2357.73	2743.11639574004	1972.34360425995	0.935906697085175	-1043.89999999999	848.776200229101	-2936.57620022909	2357.73	2743.11639574004	1972.34360425995	0.935906697085175
12	2078	12	10	-77248.73	241.130831477206	-77489.8608314772	-77007.5991685228	1313.83	3591.89259596915	-964.232595969142	NA	NA	NA	NA	1313.83	3591.89259596915	-964.232595969142	NA	NA	NA	NA
